Iteration,Nº Landmarks,Landmarks detected,Real Landmarks,Association time,Localitation time,Association Cost,Recovery Applied,Location estimated,Real location,Location Error,Orientation Error
749,5,49-50-56-57-64,49-50-56-57-64,109.972,222.133,7.26217,0,(168.521299 | -302.496397),(168.483643 | -302.534119),5.33004,0.0
750,5,49-50-56-57-64,49-50-56-57-64,183.081,360.752,5.86139,0,(167.244630 | -302.615368),(167.274307 | -302.531860),8.86245,0.0
751,5,49-50-56-57-64,49-50-56-57-64,135.363,299.174,7.3647,0,(165.780503 | -302.407214),(165.661301 | -302.530518),17.1502,0.0
752,5,49-50-56-57-64,49-50-56-57-64,132.804,233.886,8.1696,0,(164.422295 | -302.543775),(164.451279 | -302.530182),3.20132,0.0
753,5,49-50-56-57-64,49-50-56-57-64,123.163,327.407,5.62917,0,(163.372790 | -302.377757),(163.241425 | -302.530212),20.1245,0.0
754,6,41-42-49-50-56-57,41-42-49-50-56-57,132.612,234.499,11.7339,0,(161.682072 | -302.438029),(161.628601 | -302.530701),10.6991,0.0
755,5,41-42-49-50-57,41-42-49-50-57,175.151,457.402,7.08754,0,(160.362342 | -302.593271),(160.418915 | -302.531433),8.38122,0.0
756,5,41-42-49-50-57,41-42-49-50-57,185.363,246.052,6.44725,0,(159.163605 | -302.527236),(159.208984 | -302.532227),4.56526,0.0
757,5,41-42-49-50-57,41-42-49-50-57,150.205,294.892,6.63203,0,(158.132980 | -302.471657),(157.999252 | -302.533295),14.7249,0.0
758,5,41-42-49-50-57,41-42-49-50-57,201.838,378.405,6.63465,0,(156.797608 | -302.555466),(156.789459 | -302.534454),2.25369,0.0
759,5,41-42-49-50-57,41-42-49-50-57,104.108,215.815,7.73287,0,(155.294745 | -302.435110),(155.169388 | -302.536011),16.0921,0.0
760,5,41-42-49-50-57,41-42-49-50-57,136.237,273.91,9.26018,0,(153.819183 | -302.849472),(153.894989 | -302.537170),32.1371,0.0
761,5,41-42-49-50-57,41-42-49-50-57,116.174,281.144,7.35072,0,(152.488030 | -302.544790),(152.520584 | -302.538696),3.31199,0.0
762,4,41-42-49-50,41-42-49-50,91.392,223.112,8.77346,0,(150.412284 | -302.628968),(150.506516 | -302.541168),12.8796,0.0
763,4,41-42-49-50,41-42-49-50,92.016,260.375,7.66854,0,(148.839390 | -302.535864),(148.853470 | -302.543335),1.59397,0.0
764,4,41-42-49-50,41-42-49-50,129.9,341.087,6.01249,0,(147.147786 | -302.457141),(147.087112 | -302.545685),10.7337,0.0
765,4,41-42-49-50,41-42-49-50,163.383,377.065,7.41134,0,(145.182746 | -302.421909),(145.214249 | -302.548126),13.0089,0.0
766,4,41-42-49-50,41-42-49-50,160.248,509.868,10.9353,0,(142.680444 | -302.708378),(142.557236 | -302.551788),19.925,0.0
767,4,41-42-49-50,41-42-49-50,155.308,302.658,9.41393,0,(140.361986 | -302.648978),(140.447266 | -302.554260),12.7453,0.0
768,4,41-42-49-50,41-42-49-50,107.478,276.915,9.65308,0,(138.218831 | -302.456693),(138.238724 | -302.556366),10.1639,0.0
769,4,41-42-49-50,41-42-49-50,134.261,316.386,8.44164,0,(135.946460 | -302.496453),(135.933197 | -302.557831),6.27947,0.0
770,6,34-35-41-42-49-50,34-35-41-42-49-50,151.715,264.031,19.3644,0,(132.690771 | -302.682755),(132.731735 | -302.558380),13.0947,0.0
771,6,34-35-41-42-49-50,34-35-41-42-49-50,216.825,305.298,14.8503,0,(130.340930 | -302.531882),(130.310471 | -302.557831),4.00136,0.0
772,6,34-35-41-42-49-50,34-35-41-42-49-50,120.695,311.684,15.032,0,(127.891919 | -302.604349),(127.916237 | -302.556976),5.32496,0.0
773,4,34-35-41-42,34-35-41-42,112.128,267.115,9.63509,0,(125.532109 | -302.532517),(125.538399 | -302.555939),2.42517,0.0
774,4,34-35-41-42,34-35-41-42,152.494,272.786,10.0631,0,(123.040127 | -302.644098),(123.157265 | -302.555115),14.7103,0.0
775,4,34-35-41-42,34-35-41-42,92.354,273.694,12.3422,0,(119.941863 | -302.584471),(119.970741 | -302.554138),4.18812,0.0
776,4,34-35-41-42,34-35-41-42,112.768,233.862,9.6582,0,(117.570898 | -302.556846),(117.579605 | -302.553558),0.930737,0.0
777,4,34-35-41-42,34-35-41-42,157.486,267.379,10.0331,0,(115.296917 | -302.720330),(115.190994 | -302.552948),19.8081,0.0
778,6,27-28-34-35-41-42,27-28-34-35-41-42,209.487,263.675,19.6918,0,(112.060048 | -302.496467),(112.023407 | -302.551819),6.63803,0.0
779,6,27-28-34-35-41-42,27-28-34-35-41-42,122.543,280.174,13.2987,0,(109.742598 | -302.604194),(109.708961 | -302.550934),6.29927,0.0
780,6,27-28-34-35-41-42,27-28-34-35-41-42,120.861,265.362,11.924,0,(107.427744 | -302.586078),(107.476082 | -302.550049),6.02887,0.0
781,6,27-28-34-35-41-42,27-28-34-35-41-42,138.51,263.017,11.8635,0,(105.278166 | -302.572993),(105.318573 | -302.549255),4.68637,0.0
782,6,27-28-34-35-41-42,27-28-34-35-41-42,186.247,413.207,16.2544,0,(102.523219 | -302.584143),(102.535103 | -302.548340),3.77239,0.0
783,6,27-28-34-35-41-42,27-28-34-35-41-42,120.049,260.078,15.1131,0,(100.406119 | -302.653251),(100.511703 | -302.547760),14.9253,0.0
784,6,27-28-34-35-41-42,27-28-34-35-41-42,146.879,249.857,11.5475,0,(98.558777 | -302.668855),(98.545654 | -302.547180),12.238,0.0
785,6,27-28-34-35-41-42,27-28-34-35-41-42,172.513,291.902,13.4479,0,(96.623048 | -302.534228),(96.637276 | -302.546600),1.88544,0.0
786,6,27-28-34-35-41-42,27-28-34-35-41-42,119.632,181.223,15.6824,0,(94.170528 | -302.498642),(94.178078 | -302.545837),4.77955,0.0
787,4,27-28-34-35,27-28-34-35,113.658,265.17,8.40353,0,(92.438624 | -302.501274),(92.394180 | -302.545197),6.2485,0.0
788,4,27-28-34-35,27-28-34-35,136.255,225.856,7.69394,0,(90.551384 | -302.635071),(90.661377 | -302.544647),14.239,0.0
789,4,27-28-34-35,27-28-34-35,160.349,311.968,8.54286,0,(88.439797 | -302.496068),(88.429062 | -302.544037),4.91557,0.0
790,4,27-28-34-35,27-28-34-35,129.016,327.669,6.12267,0,(86.920469 | -302.430587),(86.811073 | -302.543457),15.7184,0.0
791,4,27-28-34-35,27-28-34-35,94.567,203.918,7.53994,0,(85.204956 | -302.604514),(85.239426 | -302.542877),7.06206,0.0
792,5,21-27-28-34-35,21-27-28-34-35,111.797,229.795,8.02687,0,(83.727862 | -302.515049),(83.712868 | -302.542145),3.09684,0.0
793,5,21-27-28-34-35,21-27-28-34-35,143.275,287.377,9.61658,0,(81.781153 | -302.499947),(81.745720 | -302.541351),5.44964,0.0
794,5,21-27-28-34-35,21-27-28-34-35,132.282,327.922,8.07549,0,(80.271057 | -302.596538),(80.319984 | -302.540955),7.40497,0.0
795,6,20-21-27-28-34-35,20-21-27-28-34-35,165.706,295.959,8.41351,0,(78.887986 | -302.597380),(78.935349 | -302.540222),7.42309,0.0
796,6,20-21-27-28-34-35,20-21-27-28-34-35,167.144,254.67,7.44093,0,(77.666019 | -302.468119),(77.590622 | -302.539764),10.4008,0.0
797,6,20-21-27-28-34-35,20-21-27-28-34-35,153.78,268.476,11.4965,0,(75.837287 | -302.538576),(75.842911 | -302.538971),0.563739,0.0
798,6,20-21-27-28-34-35,20-21-27-28-34-35,211.634,241.963,8.57944,0,(74.573589 | -302.539956),(74.572556 | -302.538269),0.197827,0.0
799,6,20-21-27-28-34-35,20-21-27-28-34-35,138.344,263.567,8.84113,0,(73.169930 | -302.732261),(73.363091 | -302.538025),27.3932,0.0
800,6,20-21-27-28-34-35,20-21-27-28-34-35,214.116,325.907,7.37631,0,(72.235354 | -302.510696),(72.184731 | -302.537537),5.72985,0.0
801,6,20-21-27-28-34-35,20-21-27-28-34-35,145.396,336.526,8.71817,0,(70.604736 | -302.502896),(70.589508 | -302.537048),3.73931,0.0
802,6,20-21-27-28-34-35,20-21-27-28-34-35,166.152,298.903,7.44713,0,(69.356727 | -302.595467),(69.414230 | -302.536957),8.20372,0.0
803,6,20-21-27-28-34-35,20-21-27-28-34-35,152.176,362.503,6.98928,0,(68.330089 | -302.402482),(68.294922 | -302.536346),13.8407,0.0
804,6,20-21-27-28-34-35,20-21-27-28-34-35,118.183,254.973,9.2591,0,(66.873476 | -302.546562),(66.875702 | -302.535858),1.09327,0.0
805,6,20-21-27-28-34-35,20-21-27-28-34-35,207.519,374.936,6.07502,0,(65.878742 | -302.595981),(65.850876 | -302.535553),6.65438,0.0
806,4,20-21-27-28,20-21-27-28,152.743,219.234,4.16121,0,(64.866020 | -302.552888),(64.916183 | -302.535095),5.32258,0.0
807,4,20-21-27-28,20-21-27-28,160.759,327.303,4.19066,0,(63.982180 | -302.968276),(64.397316 | -302.535034),60.003,0.0
808,4,20-21-27-28,20-21-27-28,164.356,270.398,1.79921,0,(64.377231 | -302.549421),(64.396675 | -302.535034),2.41874,0.0
809,4,20-21-27-28,20-21-27-28,93.745,257.994,2.52035,0,(64.157156 | -302.707766),(64.396042 | -302.535034),29.4793,0.0
810,4,20-21-27-28,20-21-27-28,120.847,204.443,1.44303,0,(64.221432 | -302.688116),(64.395851 | -302.535034),23.2069,0.0
811,4,20-21-27-28,20-21-27-28,102.258,308.661,1.6073,0,(64.421415 | -302.492868),(64.395782 | -302.535034),4.93465,0.0
812,4,20-21-27-28,20-21-27-28,130.424,285.915,2.06428,0,(64.714390 | -302.213488),(64.395744 | -302.535034),45.2689,0.0
813,4,20-21-27-28,20-21-27-28,124.241,293.33,1.95254,0,(64.326274 | -302.510813),(64.395737 | -302.535034),7.35645,0.0
814,4,20-21-27-28,20-21-27-28,98.233,252.267,2.38684,0,(64.157817 | -302.734398),(64.395729 | -302.535034),31.04,0.0
815,4,20-21-27-28,20-21-27-28,131.355,294.775,1.41515,0,(64.385402 | -302.540343),(64.395729 | -302.535034),1.16116,0.0
816,4,20-21-27-28,20-21-27-28,157.129,248.875,2.74415,0,(64.322825 | -302.560094),(64.395729 | -302.535034),7.70904,0.0
817,4,20-21-27-28,20-21-27-28,98.484,287.827,1.85645,0,(64.359261 | -302.577145),(64.395729 | -302.535034),5.57066,0.0
818,4,20-21-27-28,20-21-27-28,156.097,354.561,1.96125,0,(64.394763 | -302.597605),(64.395729 | -302.535034),6.25779,0.0
819,4,20-21-27-28,20-21-27-28,158.851,405.074,1.80364,0,(64.333473 | -302.446708),(64.395729 | -302.535034),10.8062,0.0
820,4,20-21-27-28,20-21-27-28,157.248,218.151,1.22427,0,(64.411977 | -302.535658),(64.395729 | -302.535034),1.62597,0.0
821,4,20-21-27-28,20-21-27-28,102.065,235.203,1.50936,0,(64.336197 | -302.609107),(64.395729 | -302.535034),9.50309,0.0
822,4,20-21-27-28,20-21-27-28,111.675,367.426,1.52748,0,(64.443660 | -302.494957),(64.395729 | -302.535034),6.24783,0.0
823,4,20-21-27-28,20-21-27-28,156.172,339.491,1.07421,0,(64.403588 | -302.494513),(64.395729 | -302.535034),4.12761,0.0
824,4,20-21-27-28,20-21-27-28,104.951,364.555,0.907358,0,(64.361079 | -302.450563),(64.395729 | -302.535034),9.13016,0.0
825,4,20-21-27-28,20-21-27-28,102.067,331.977,2.02602,0,(64.532721 | -302.460339),(64.395729 | -302.535034),15.6033,0.0
826,4,20-21-27-28,20-21-27-28,127.284,271.928,1.713,0,(64.331645 | -302.615030),(64.395729 | -302.535034),10.2499,0.0
827,4,20-21-27-28,20-21-27-28,104.394,250.802,2.52705,0,(64.494866 | -302.426550),(64.395729 | -302.535034),14.6959,0.0
828,4,20-21-27-28,20-21-27-28,95.279,197.898,3.03146,0,(64.212775 | -302.865725),(64.395729 | -302.535034),37.7926,0.0
829,4,20-21-27-28,20-21-27-28,153.098,236.199,2.89182,0,(64.303409 | -302.650209),(64.395729 | -302.535034),14.7608,0.0
830,4,20-21-27-28,20-21-27-28,154.729,349.36,2.05402,0,(64.467125 | -302.540360),(64.395729 | -302.535034),7.15945,0.0
831,4,20-21-27-28,20-21-27-28,104.983,254.63,1.20956,0,(64.289524 | -302.625073),(64.395729 | -302.535034),13.9235,0.0
832,4,20-21-27-28,20-21-27-28,95.15,247.847,2.34106,0,(64.106013 | -302.735451),(64.395729 | -302.535034),35.2282,0.0
833,4,20-21-27-28,20-21-27-28,126.336,246.317,2.06845,0,(64.381608 | -302.545973),(64.395729 | -302.535034),1.78621,0.0
834,4,20-21-27-28,20-21-27-28,143.87,264.245,1.8408,0,(64.452787 | -302.481206),(64.395729 | -302.535034),7.84413,0.0
835,4,20-21-27-28,20-21-27-28,124.851,274.985,1.54422,0,(64.450927 | -302.483520),(64.395729 | -302.535034),7.55013,0.0
836,4,20-21-27-28,20-21-27-28,91.066,163.318,1.75648,0,(64.436905 | -302.498966),(64.395729 | -302.535034),5.47387,0.0
837,4,20-21-27-28,20-21-27-28,158.708,254.671,2.51464,0,(64.128425 | -302.639260),(64.395729 | -302.535034),28.6905,0.0
838,4,20-21-27-28,20-21-27-28,127.529,264.462,2.69925,0,(64.451944 | -302.493225),(64.395729 | -302.535034),7.00578,0.0
839,4,20-21-27-28,20-21-27-28,162.965,354.464,1.66195,0,(64.321644 | -302.650740),(64.395729 | -302.535034),13.7392,0.0
840,4,20-21-27-28,20-21-27-28,140.069,296.69,1.52342,0,(64.424091 | -302.436226),(64.395729 | -302.535034),10.2798,0.0
841,4,20-21-27-28,20-21-27-28,168.954,359.807,2.58348,0,(64.453007 | -302.393288),(64.395729 | -302.535034),15.2881,0.0
842,4,20-21-27-28,20-21-27-28,162.672,350.98,0.692014,0,(64.438071 | -302.462652),(64.395729 | -302.535034),8.38571,0.0
843,4,20-21-27-28,20-21-27-28,159.862,330.674,1.12086,0,(64.424836 | -302.493771),(64.395729 | -302.535034),5.04959,0.0
844,4,20-21-27-28,20-21-27-28,96.906,256.177,1.93697,0,(64.477439 | -302.470478),(64.395729 | -302.535034),10.4135,0.0
845,4,20-21-27-28,20-21-27-28,114.049,214.978,0.923213,0,(64.335325 | -302.601972),(64.395729 | -302.535034),9.01629,0.0
846,4,20-21-27-28,20-21-27-28,89.979,260.488,2.21828,0,(64.497196 | -302.453652),(64.395729 | -302.535034),13.0072,0.0
847,4,20-21-27-28,20-21-27-28,100.463,340.881,2.00921,0,(64.407222 | -302.513920),(64.395729 | -302.535034),2.40395,0.0
848,4,20-21-27-28,20-21-27-28,105.542,270.251,2.33957,0,(64.373846 | -302.560192),(64.395729 | -302.535034),3.33439,0.0
849,4,20-21-27-28,20-21-27-28,158.209,403.082,1.83187,0,(64.356871 | -302.591250),(64.395729 | -302.535034),6.83382,0.0
850,4,20-21-27-28,20-21-27-28,129.43,217.498,1.33274,0,(64.335118 | -302.595188),(64.395729 | -302.535034),8.53942,0.0
851,4,20-21-27-28,20-21-27-28,90.619,225.399,1.14874,0,(64.270636 | -302.654346),(64.395729 | -302.535034),17.2868,0.0
852,4,20-21-27-28,20-21-27-28,100.977,242.802,2.12792,0,(64.206405 | -302.764407),(64.395729 | -302.535034),29.7414,0.0
853,4,20-21-27-28,20-21-27-28,156.905,271.866,2.26615,0,(64.472376 | -302.460620),(64.395729 | -302.535034),10.6828,0.0
854,4,20-21-27-28,20-21-27-28,158.124,402.429,1.5409,0,(64.243513 | -302.589116),(64.395729 | -302.535034),16.1538,0.0
855,4,20-21-27-28,20-21-27-28,165.85,409.41,2.39797,0,(64.678722 | -302.254953),(64.395729 | -302.535034),39.8159,0.0
856,4,20-21-27-28,20-21-27-28,160.453,323.279,2.32968,0,(64.450172 | -302.466636),(64.395729 | -302.535034),8.74201,0.0
857,4,20-21-27-28,20-21-27-28,152.254,1029.3,3.63694,0,(64.625847 | -302.432059),(64.395729 | -302.535034),25.2108,0.0
858,4,20-21-27-28,20-21-27-28,151.866,298.696,1.26573,0,(64.529584 | -302.381117),(64.395729 | -302.535034),20.398,0.0
859,4,20-21-27-28,20-21-27-28,100.974,248.763,2.9961,0,(64.580969 | -302.669776),(64.395729 | -302.535034),22.9062,0.0
860,4,20-21-27-28,20-21-27-28,158.153,325.08,2.25469,0,(64.408949 | -302.536998),(64.395729 | -302.535034),1.33652,0.0
861,4,20-21-27-28,20-21-27-28,93.144,207.259,1.24478,0,(64.363728 | -302.550578),(64.395729 | -302.535034),3.55764,0.0
862,4,20-21-27-28,20-21-27-28,90.226,199.835,0.812282,0,(64.421435 | -302.511098),(64.395729 | -302.535034),3.51244,0.0
863,4,20-21-27-28,20-21-27-28,110.386,265.355,1.31096,0,(64.366437 | -302.583783),(64.395729 | -302.535034),5.68722,0.0
864,4,20-21-27-28,20-21-27-28,92.018,251.618,2.40826,0,(64.296119 | -302.380818),(64.395729 | -302.535034),18.3589,0.0
865,4,20-21-27-28,20-21-27-28,154.144,393.604,1.49309,0,(64.443276 | -302.487613),(64.395729 | -302.535034),6.71531,0.0
866,4,20-21-27-28,20-21-27-28,146.965,275.331,1.698,0,(64.466824 | -302.581359),(64.395729 | -302.535034),8.48551,0.0
867,4,20-21-27-28,20-21-27-28,88.831,299.367,0.586152,0,(64.392575 | -302.520506),(64.395729 | -302.535034),1.48668,0.0
868,4,20-21-27-28,20-21-27-28,157.41,303.975,1.25269,0,(64.454354 | -302.389257),(64.395729 | -302.535034),15.7124,0.0
869,4,20-21-27-28,20-21-27-28,114.317,301.568,1.47236,0,(64.446075 | -302.437879),(64.395729 | -302.535034),10.9425,0.0
870,4,20-21-27-28,20-21-27-28,157.518,317.548,1.39504,0,(64.540394 | -302.390566),(64.395729 | -302.535034),20.4448,0.0
871,4,20-21-27-28,20-21-27-28,116.958,277.09,2.49709,0,(64.268965 | -302.655697),(64.395729 | -302.535034),17.501,0.0
872,4,20-21-27-28,20-21-27-28,96.663,234.817,1.50667,0,(64.486092 | -302.471152),(64.395729 | -302.535034),11.0664,0.0
873,4,20-21-27-28,20-21-27-28,92.836,229.445,1.78778,0,(64.340947 | -302.584888),(64.395729 | -302.535034),7.40703,0.0
874,4,20-21-27-28,20-21-27-28,127.151,299.198,1.07035,0,(64.313182 | -302.457865),(64.395729 | -302.535034),11.3001,0.0
875,4,20-21-27-28,20-21-27-28,160.917,424.721,1.21432,0,(64.409940 | -302.522488),(64.395729 | -302.535034),1.89566,0.0
876,4,20-21-27-28,20-21-27-28,117.715,173.167,1.39946,0,(64.231253 | -302.702340),(64.395729 | -302.535034),23.4614,0.0
877,4,20-21-27-28,20-21-27-28,87.973,339.512,1.18102,0,(64.413078 | -302.506837),(64.395729 | -302.535034),3.31074,0.0
878,4,20-21-27-28,20-21-27-28,157.806,296.95,1.57,0,(64.494494 | -302.483621),(64.395729 | -302.535034),11.1346,0.0
879,4,20-21-27-28,20-21-27-28,138.256,240.327,1.79746,0,(64.506710 | -302.482723),(64.395729 | -302.535034),12.2692,0.0
880,4,20-21-27-28,20-21-27-28,155.099,419.621,3.45061,0,(64.420130 | -302.546907),(64.395729 | -302.535034),2.71358,0.0
881,4,20-21-27-28,20-21-27-28,156.488,318.574,1.74492,0,(64.429826 | -302.464152),(64.395729 | -302.535034),7.86568,0.0
882,4,20-21-27-28,20-21-27-28,128.314,298.009,1.89589,0,(64.212793 | -302.691621),(64.395729 | -302.535034),24.0801,0.0
883,4,20-21-27-28,20-21-27-28,147.868,251.387,2.60069,0,(64.684617 | -302.247335),(64.395729 | -302.535034),40.7709,0.0
884,4,20-21-27-28,20-21-27-28,163.369,350.21,1.49284,0,(64.453186 | -302.479408),(64.395729 | -302.535034),7.99723,0.0
885,4,20-21-27-28,20-21-27-28,125.894,252.224,2.44363,0,(64.298077 | -302.608298),(64.395729 | -302.535034),12.208,0.0
886,4,20-21-27-28,20-21-27-28,383.378,1196,2.27963,0,(64.567460 | -302.439205),(64.395729 | -302.535034),19.6659,0.0
887,4,20-21-27-28,20-21-27-28,116.539,278.443,1.86224,0,(64.504938 | -302.321256),(64.395729 | -302.535034),24.0058,0.0
888,4,20-21-27-28,20-21-27-28,144.255,317.724,1.39589,0,(64.378255 | -302.591460),(64.395729 | -302.535034),5.90698,0.0
889,4,20-21-27-28,20-21-27-28,154.512,265.493,1.78365,0,(64.460883 | -302.498406),(64.395729 | -302.535034),7.47442,0.0
890,4,20-21-27-28,20-21-27-28,147.414,383.698,0.563087,0,(64.404822 | -302.522024),(64.395729 | -302.535034),1.5873,0.0
891,4,20-21-27-28,20-21-27-28,153.347,314.461,1.72815,0,(64.266407 | -302.433000),(64.395729 | -302.535034),16.4728,0.0
892,4,20-21-27-28,20-21-27-28,105.978,237.465,1.89203,0,(64.332367 | -302.593420),(64.395729 | -302.535034),8.61607,0.0
893,4,20-21-27-28,20-21-27-28,99.563,276.495,1.14519,0,(64.372595 | -302.497975),(64.395729 | -302.535034),4.36874,0.0
894,4,20-21-27-28,20-21-27-28,156.72,313.209,0.807764,0,(64.425718 | -302.536071),(64.395729 | -302.535034),3.00067,0.0
895,4,20-21-27-28,20-21-27-28,159.031,258.616,1.2546,0,(64.321479 | -302.575465),(64.395729 | -302.535034),8.45446,0.0
896,4,20-21-27-28,20-21-27-28,148.672,238.459,1.23321,0,(64.394794 | -302.497354),(64.395729 | -302.535034),3.76913,0.0
897,4,20-21-27-28,20-21-27-28,152.338,239.001,1.21003,0,(64.393096 | -302.507551),(64.395729 | -302.535034),2.76087,0.0
898,4,20-21-27-28,20-21-27-28,89.252,308.634,2.55068,0,(64.475886 | -302.644778),(64.395729 | -302.535034),13.59,0.0
899,4,20-21-27-28,20-21-27-28,158.002,423.812,2.4917,0,(64.444717 | -302.440423),(64.395729 | -302.535034),10.6541,0.0
900,4,20-21-27-28,20-21-27-28,151.015,311.185,0.728987,0,(64.375028 | -302.536598),(64.395729 | -302.535034),2.07605,0.0
901,4,20-21-27-28,20-21-27-28,98.968,291.939,1.66434,0,(64.252683 | -302.677907),(64.395729 | -302.535034),20.2175,0.0
902,4,20-21-27-28,20-21-27-28,94.966,255.854,1.71912,0,(64.426393 | -302.533131),(64.395729 | -302.535034),3.07226,0.0
903,4,20-21-27-28,20-21-27-28,110.491,246.453,1.84036,0,(64.430630 | -302.511798),(64.395729 | -302.535034),4.1929,0.0
904,4,20-21-27-28,20-21-27-28,87.351,203.405,1.08817,0,(64.273616 | -302.663786),(64.395729 | -302.535034),17.745,0.0
905,4,20-21-27-28,20-21-27-28,154.089,329.526,2.89186,0,(64.539350 | -302.640949),(64.395729 | -302.535034),17.8452,0.0
906,4,20-21-27-28,20-21-27-28,161.254,311.388,1.30138,0,(64.512178 | -302.350368),(64.395729 | -302.535034),21.8316,0.0
907,4,20-21-27-28,20-21-27-28,111.147,222.405,2.12921,0,(64.229598 | -302.714566),(64.395729 | -302.535034),24.4604,0.0
908,4,20-21-27-28,20-21-27-28,90.787,198.758,1.57939,0,(64.266671 | -302.654683),(64.395729 | -302.535034),17.5988,0.0
909,4,20-21-27-28,20-21-27-28,128.869,270.215,1.42519,0,(64.406742 | -302.507879),(64.395729 | -302.535034),2.93034,0.0
910,4,20-21-27-28,20-21-27-28,151.39,297.491,1.19016,0,(64.453940 | -302.454923),(64.395729 | -302.535034),9.90272,0.0
911,4,20-21-27-28,20-21-27-28,91.05,226.435,1.30573,0,(64.357478 | -302.609475),(64.395729 | -302.535034),8.36934,0.0
912,4,20-21-27-28,20-21-27-28,141.494,386.052,1.08115,0,(64.362162 | -302.475373),(64.395729 | -302.535034),6.84556,0.0
913,4,20-21-27-28,20-21-27-28,134.196,275.012,1.72796,0,(64.376079 | -302.594128),(64.395729 | -302.535034),6.22755,0.0
914,4,20-21-27-28,20-21-27-28,133.58,228.608,0.948662,0,(64.395453 | -302.582910),(64.395729 | -302.535034),4.78763,0.0
915,4,20-21-27-28,20-21-27-28,122.096,189.975,1.77889,0,(64.215346 | -302.719946),(64.395729 | -302.535034),25.8322,0.0
916,4,20-21-27-28,20-21-27-28,136.93,356.022,0.913545,0,(64.462382 | -302.618987),(64.395729 | -302.535034),10.7195,0.0
917,4,20-21-27-28,20-21-27-28,130.184,287.45,2.2102,0,(64.446075 | -302.452954),(64.395729 | -302.535034),9.62904,0.0
918,4,20-21-27-28,20-21-27-28,100.453,281.612,2.13278,0,(64.373046 | -302.487053),(64.395729 | -302.535034),5.30722,0.0
919,4,20-21-27-28,20-21-27-28,155.056,278.276,2.22202,0,(64.319544 | -302.645371),(64.395729 | -302.535034),13.4083,0.0
920,4,20-21-27-28,20-21-27-28,170.362,377.931,0.765267,0,(64.299165 | -302.691856),(64.395729 | -302.535034),18.4168,0.0
921,4,20-21-27-28,20-21-27-28,92.422,249.086,1.174,0,(64.407575 | -302.522623),(64.395729 | -302.535034),1.71566,0.0
922,4,20-21-27-28,20-21-27-28,90.208,248.793,1.27272,0,(64.343361 | -302.589856),(64.395729 | -302.535034),7.58147,0.0
